SourceID;EurofirRefType;URL;Language;TitleOriginal;TitelDansk;TitleEnglish;Publisher;ReportNumber;ISBN;ISSN;PublicationName;Year;Volume;Issue;PageStart;PageEnd
1227;AJ;NULL;Danish;Sæsonvariationer i dansk smørfedts sammensætning;Sæsonvariationer i dansk smørfedts sammensætning;Seasonal variations in the composition of Danish butterfat;Dansk Mejeristforening;NULL;NULL;0024-9645;Mælkeritidende;1974;87;20-21;569;580
1231;R;NULL;Danish;Kvalitetskontrollen med Hjemmemarkedskødkonserves 1982;Kvalitetskontrollen med Hjemmemarkedskødkonserves 1982;Quality Control of Domestic Canned Meat Products, 1982;Danske Slagterier;NULL;NULL;NULL;NULL;1982;NULL;NULL;NULL;NULL
1232;R;NULL;Danish;Konsummælkprodukternes indhold af calcium, magnium, natrium, kalium, fosfor, klorid og jern;Konsummælkprodukternes indhold af calcium, magnium, natrium, kalium, fosfor, klorid og jern;Calcium, magnesium, sodium, potassium, phosphorus, chloride and iron in liquid milk products;Statens Forsøgsmejeri, Hillerød;257 beretning;NULL;NULL;NULL;1984;NULL;NULL;NULL;NULL
1233;AJ;NULL;Danish;Sæsonvariationer i sødmælkpulvers sammensætning og dets kvalitetsegenskaber under oppbevaring;Sæsonvariationer i sødmælkpulvers sammensætning og dets kvalitetsegenskaber under oppbevaring;Seasonal variations in the composition of dry whole milk and its keepiing qualities under storing;Dansk Mejeristforening;NULL;NULL;NULL;Mælkeritidende;1977;30-Mar;5-Jun;126;166
1234;R;NULL;Danish;Konsummælkprodukternes indhold af tungmetaller;Konsummælkprodukternes indhold af tungmetaller;Heavy metals in market milk products;Statens Forsøgsmejeri, Hillerød;262;NULL;NULL;262 beretning;1985;NULL;NULL;NULL;NULL
1235;R;NULL;Danish;Konsummælkprodukternes indhold af vitamin A, B1, B2, C, D og E samt folacin;Konsummælkprodukternes indhold af vitamin A, B1, B2, C, D og E samt folacin;Content of vitamins A, B1, B2, C, D, E and folacin in market milk products;Statens Forsøgsmejeri, Hillerød;264 beretning;NULL;NULL;NULL;1985;NULL;NULL;NULL;NULL
1236;R;NULL;Danish;Konsummælkprodukternes indhold af tørstof, fedt og protein, samt pH og titer;Konsummælkprodukternes indhold af tørstof, fedt og protein, samt pH og titer;Total solids, fat, protein, pH and titratable acidity in market milk products;Statens Forsøgsmejeri, Hillerød;260 beretning;NULL;NULL;NULL;1984;NULL;NULL;NULL;NULL
1237;R;NULL;Danish;Sammensætning af smør og andre spisefedttyper;Sammensætning af smør og andre spisefedttyper;Composition of butter and other types of edible fat;Statens Forsøgsmejeri, Hillerød;Forsøgsrapport 29;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1244;B;https://www.beck-shop.de/souci-fachmann-kraut-zusammensetzung-lebensmittel-naehrwert-tabellen/product/16126907;German;Souci-Fachmann-Kraut: Die Zusammensetzung der Lebensmittel Nährwert-Tabellen, 6. reviderte und ergänzte Auflage;Souci-Fachmann-Kraut: Sammensætningen af ;Souci-Fachmann-Kraut: Food Composition and Nutrition Tables, 6th revised and completed dition;Medpharm Scientific Publishers, Stuttgart;NULL;3-88763-076-9;NULL;NULL;2000;NULL;NULL;NULL;NULL
1250;R;NULL;Danish;Overvågningssystem for næringsstoffer - Mejeriprodukter, 3. runde;Overvågningssystem for næringsstoffer - Mejeriprodukter, 3. runde;Food Monitering System for Nutrients - Dairy Products, 3rd cycle;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;"Rapport IFE 1998.2; Projekt 95521-01";NULL;1396-2132;NULL;1998;NULL;NULL;NULL;NULL
1254;P;NULL;Danish;Personlig kommunikation med De Jydske Eddikebryggerier om alkohol i husholdningseddike;Personlig kommunikation med De Jydske Eddikebryggerier om alkohol i husholdningseddike;Personal communication with Jutland Vinegar Breweries about alcohol in household vinegar;Fødevaredirektoratet;NULL;NULL;NULL;NULL;2001;NULL;NULL;NULL;NULL
1257;R;NULL;Danish;Overvågningssystemet for næringsstoffer - Brød og cerealier, 4. runde;Overvågningssystemet for næringsstoffer - Brød og cerealier, 4. runde;Food monitoring system for nutrients - Bread and cerials, 4th Cycle;"Fødevareinstituttet, Danmarks Tekniske Universitet; Fødevarestyrelsen";Intern rapport 2007;NULL;NULL;NULL;2007;NULL;NULL;NULL;NULL
1267;R;NULL;English;Factors for converting percentages of nitrogen in foods and feeds into percentages of protein;Faktorer til at konvertere procentdele af kvælstof i fødevarer og fodder til procentdele af protein;Factors for converting percentages of nitrogen in foods and feeds into percentages of protein;United States Department of Agriculture, Washington, D.C.;Circular 183;NULL;NULL;NULL;1931;NULL;NULL;NULL;NULL
1271;AJ;https://doi.org/10.1016/S0889-1575(03)00064-4;English;Vitamin D3 and 25-hydroxyvitamin D3 in raw and cooked pork cuts;D3-vitamin og 25-OH-D3-vitamin rå og kogt svinekød;Vitamin D3 and 25-hydroxyvitamin D3 in raw and cooked pork cuts;Elsevier B.V;NULL;NULL;0889-1575;Journal of Food Composition and Analysis;2003;16;5;575;585
1273;P;NULL;Danish;Overvågning: Stivelse i cerealier;Overvågning: Stivelse i cerealier;Monitoring: Starch in cereals;Fødevaredirektoratet;NULL;NULL;NULL;NULL;2000;NULL;NULL;NULL;NULL
1274;P;NULL;Danish;"Jodindhold i piskefløde. Internt arbejdspapir fra ""Overvågningssystem for næringsstoffer - Mejeriprodukter, 3. runde""";"Jodindhold i piskefløde. Internt arbejdspapir fra ""Overvågningssystem for næringsstoffer - Mejeriprodukter, 3. runde""";"Iodine content in whipping cream. Internal working paper from ""Monitoring system for nutrients - Dairy products, 3rd round""";Fødevaredirektoratet;NULL;NULL;NULL;NULL;1998;NULL;NULL;NULL;NULL
1295;R;NULL;Danish;Den Danske Jod- og Stofskifteundersøgelse (danthyr) - Rapport 2001;Den Danske Jod- og Stofskifteundersøgelse (danthyr) - Rapport 2001;The Danish Iodine and Metabolic Survey (danthyr) - Report 2001;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;FødevareRapport 2002:11;87-91189-38-1;1399-0829;NULL;2002;NULL;NULL;NULL;NULL
1297;E;NULL;Danish;Kommissionens direktiv af 14. maj 1991 om modermælkserstatninger og tilskudsblandinger til spædbørn og småbørn. Levnedsmiddelstyrelsens bekendtgørelse. nr. 202 af 17 marts 1997;Kommissionens direktiv af 14. maj 1991 om modermælkserstatninger og tilskudsblandinger til spædbørn og småbørn. Levnedsmiddelstyrelsens bekendtgørelse. nr. 202 af 17 marts 1997;Commission Directive of 14 May 1991 on infant formulas and food supplements for infants. The Danish Veterinary and Food Administration's executive order. No. 202 of 17 March 1997;J.H. Shultz Information A/S for Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;2003;NULL;NULL;NULL;NULL
1298;L;NULL;Danish;Oplysningerne stammer fra varens næringsdeklaration. [Spædbørnsmad, Kylling kød i lage rå, frikadelle industrifremstillet];Oplysningerne stammer fra varens næringsdeklaration. [Spædbørnsmad, Kylling kød i lage rå, frikadelle industrifremstillet];Food label information [Infant food, Chicken meat in brine raw, meatballs industrial];NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1300;P;NULL;Danish;Beregning af D-vitamin i kødprodukter ud fra fedtindholdet ved lineær regression;Beregning af D-vitamin i kødprodukter ud fra fedtindholdet ved lineær regression;Calculating vitamin D in meat products from the fat content using a linear regression;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;2003;NULL;NULL;NULL;NULL
1305;R;NULL;Danish;Overvågning - Frugt og grønt, 4. runde;Overvågning - Frugt og grønt, 4. runde;Monitoring - Fruits and vegetables, 4th Cycle;Veterinær- og Fødevaredirektoratet;Projekt 98621-01;NULL;NULL;NULL;1999;NULL;NULL;NULL;NULL
1306;R;NULL;Danish;Næringsstofindhold i charcuterivarer;Næringsstofindhold i charcuterivarer;Nutrient content of prepared meat products;Fødevaredirektoratet;NULL;NULL;NULL;NULL;2006;NULL;NULL;NULL;NULL
1309;R;NULL;Danish;Næringsstoffer i rugbrød og hvedebrød;Næringsstoffer i rugbrød og hvedebrød;Nutrients in rye bread and wheat bread;Fødevareinstituttet, Danmarks Tekniske Universitet;NULL;978-87-92763-20-4;NULL;NULL;2012;NULL;NULL;NULL;NULL
1311;P;NULL;Danish;Værdier estimeret fra lignende fødevarer. Interne data fra Levnedsmiddelstyrelsen;Værdier estimeret fra lignende fødevarer. Interne data fra Levnedsmiddelstyrelsen;Values estimated from similar foods. Unpublished data from the Danish Food Safety Authority;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;2004;NULL;NULL;NULL;NULL
1312;AJ;NULL;Danish;Indhold af fedt, protein, aske og vand i nogle animalske levnedsmidler;Indhold af fedt, protein, aske og vand i nogle animalske levnedsmidler;Content of fat, protein, ash and water in some animal foods;Statens Husholdningsråd;NULL;NULL;NULL;Husholdningsrådets Tekniske Meddelelser;1977;17;4;14;16
1313;P;NULL;Danish;Estimation of Vitamin D, D3 and 25-OHD3 from similar data. Beregnet på baggrund af source number 1271;Estimat af D-vitamin, D3 and 25-OHD3 from lignende data. Beregnet på baggrund af source number 1271;Estimation of Vitamin D, D3 and 25-OHD3 from similar data. Calculated on the basis of source number 1271;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;2004;NULL;NULL;NULL;NULL
1314;AJ;NULL;Danish;Kulhydratsammensætning i vegetabilske fødevarer;Kulhydratsammensætning i vegetabilske fødevarer;The carbohydrate composition of vegetable foods;Statens Husholdningsråd;NULL;NULL;NULL;Husholdningsrådets Tekniske Meddelelser;1978;18;3;14;16
1316;P;NULL;Danish;Undersøgelse af remoulade i detailhandlen;Undersøgelse af remoulade i detailhandlen;Survey of remoulade from retail;Produktions- og Levnedsmiddelteknisk Afdeling, Slagteriskolen i Roskilde;Remoulade-undersøgelse (undersøgt i perioden 12.05.1987 – 20-05-1987);NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1317;P;NULL;Danish;Undersøgelse af flødeskumskager i detailhandlen;Undersøgelse af flødeskumskager i detailhandlen;Study of cream cakes from retail;Produktions- og Levnedsmiddelteknisk Afdeling, Slagteriskolen i Roskilde;Kage-projekt (udført i perioden 25.05.1987 – 25-06-1987);NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1318;R;NULL;Danish;Kommunal kontrol for sporelementer i tomatprodukter;Kommunal kontrol for sporelementer i tomatprodukter;Municipal control for trace elements in tomato products;NULL; Projekt nr. 872005;NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1320;P;NULL;Danish;Kontroldata fra IRMA's centrallaboratorium;Kontroldata fra IRMA's centrallaboratorium;Quality control data from IRMA's central laboratory;Fællesforeningen for Danmarks Brugsforeninger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1321;P;NULL;Danish;Kontroldata fra FDB's centrallaboratorium;Kontroldata fra FDB's centrallaboratorium;Quality control data from FDB's central laboratory;Fællesforeningen for Danmarks Brugsforeninger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1322;P;NULL;Danish;Indhold af næringsstoffer i øl og mineralvand;Indhold af næringsstoffer i øl og mineralvand;Nutrient content of beer and mineral water;De forenede Bryggerier A/S;NULL;NULL;NULL;NULL;1980;NULL;NULL;NULL;NULL
1324;R;NULL;Danish;Næringsværdi i dansk svinekød og produkter heraf;Næringsværdi i dansk svinekød og produkter heraf;Nutritional value of Danish pork and products thereof;Slagteriernes Forskningsinstitut;Manuskript nr. 551;NULL;NULL;NULL;1975;NULL;NULL;NULL;NULL
1325;P;NULL;Danish;Kontroldata for fedt, kulhydrat, protein og nitrogen i Hørfrø, rå;Kontroldata for fedt, kulhydrat, protein og nitrogen i Hørfrø, rå;Quality control data for fat, carbohydrate, protein and nitrogen in Flaxseed, raw;Nutana Helsekost, Bjæverskov;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1328;P;NULL;Danish;Kontroldata for marcipan fra Odense Marcipanfabrik;Kontroldata for marcipan fra Odense Marcipanfabrik;Quality control data for marzipan from Odense Marcipanfabrik;Odense Marcipanfabrik A/S;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1329;P;NULL;Danish;Produktinformation for Æggeprodukter;Produktinformation for Æggeprodukter;Product information on Egg Products;DANÆG;NULL;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL
1331;R;NULL;Danish;Næringsstofindhold i udskæringer af svinekød;Næringsstofindhold i udskæringer af svinekød;Nutrient content in cuts of pork;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Intern rapport IFE 1998.3;NULL;NULL;NULL;1998;NULL;NULL;NULL;NULL
1332;P;NULL;Danish;Kontroldatafor Snacks og Bitter;Kontroldatafor Snacks og Bitter;Quality control data for Snacks and Bitter;De Danske Spritfabrikker;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1333;P;NULL;Danish;Kontroldata for Kulhydrat i saft/most;Kontroldata for Kulhydrat i saft/most;Quality control data for Carbohydrate in juice;Rynkeby Mosteri A/S;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1334;P;NULL;Danish;Produktoplysning på flødeyoghurt;Produktoplysning på flødeyoghurt;Product information on cream yoghurt;Danske Mejeriers Fællesorganisation;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1336;R;NULL;Danish;Indhold af fedt og protein i ferske udskæringer af svinekød. Revision af analysedata til levnedsmiddeltabeller;Indhold af fedt og protein i ferske udskæringer af svinekød. Revision af analysedata til levnedsmiddeltabeller;Content of fat and protein in fresh cuts of pork. Revision of analytical data for food tables.;Slagteriernes Forskningsinstitut, 4000 Roskilde.;Arbejde nr. 28.332/1;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1337;F;NULL;Danish;Kostundersøgelser, fødevaretabel. Udarbejdet for Landbrugsministeriets Produktivitetsudvalgs Husholdningsudvalg.;Kostundersøgelser, fødevaretabel. Udarbejdet for Landbrugsministeriets Produktivitetsudvalgs Husholdningsudvalg.;Dietary surveys, food table. Prepared for the Ministry of Agriculture's Productivity Committee's Household Committee.;Hygiejnisk Institut, Århus Universitet ;NULL;NULL;NULL;NULL;1979;NULL;NULL;NULL;NULL
1339;B;NULL;Danish;Fødevaretabeller;Fødevaretabeller;Food tables;Akademisk Forlag;NULL;87-500-1339-4;NULL;NULL;1973;NULL;NULL;NULL;NULL
1340;AJ;NULL;Danish;Nogle undersøgelser af grønlandske levnedsmidler og kostforhold;Nogle undersøgelser af grønlandske levnedsmidler og kostforhold;Some studies of Greenlandic food and dietary conditions;Nielsen & Lydiche for Ministeriet for Grønland;NULL;NULL;NULL;Beretninger vedrørende Grønland;1955;3;II appendix;1;19
1341;P;NULL;Danish;Mejeriprodukternes omtrentlige næringsindhold (pr. 100 g);Mejeriprodukternes omtrentlige næringsindhold (pr. 100 g);Approximate nutritional content of dairy products (per 100 g);Hygiejnisk Institut, Århus Universitet ;NULL;NULL;NULL;NULL;1975;NULL;NULL;NULL;NULL
1342;B;https://fdc.nal.usda.gov/;English;USDA Table for Standard Reference;USDA Tabel for Standardreference;USDA Table for Standard Reference;US Government Printing Office;NULL;NULL;NULL;Agriculture Handbook;1976;8;NULL;NULL;NULL
1343;B;https://www.beck-shop.de/souci-fachmann-kraut-zusammensetzung-lebensmittel-naehrwert-tabellen/product/16126907;German;Souci-Fachmann-Kraut: Die Zusammensetzung der Lebensmittel Nährwert-Tabellen I-II;Souci-Fachmann-Kraut: Sammensætningen af ;Souci-Fachmann-Kraut: Food Composition and Nutrition Tables I-II;Wissenschaftliche Verlagsgesellschaft mbH, Stuttgart;NULL;NULL;NULL;NULL;1979;NULL;NULL;NULL;NULL
1344;B;https://doi.org/10.1039/9781849735551;English;McCance and Widdowson's: The Composition of Foods, 4th revised and extended edition;McCance and Widdowson's: Sammensætningen af ;McCance and Widdowson's: The Composition of Foods, 4th revised and extended edition;H.M. Stationery Office, London;NULL;114500363;NULL;NULL;1978;NULL;NULL;NULL;NULL
1345;B;https://doi.org/10.1039/9781849737562;English;First supplement of McCance and Widdowson's: The Composition of Foods. Amino acid and Fatty acid composition;Første supplement af McCance og Widdowson's: Sammensætningen af ;First supplement of McCance and Widdowson's: The Composition of Foods. Amino acid and Fatty acid composition;H.M. Stationery Office, London;NULL;NULL;NULL;NULL;1980;NULL;NULL;NULL;NULL
1346;B;https://naldc.nal.usda.gov/?utf8=%E2%9C%93&search_field=all_fields&q=Agriculture+Handbook+8;English;Compostion of Foods;Sammensætningen af ;Agriculture Handbook No. 8: Compostion of Foods.;US Government Printing Office;NULL;NULL;NULL;Agriculture Handbook;NULL;Jan-00;Jan-16;NULL;NULL
1347;B;http://www7.slv.se/SokNaringsinnehall/;Swedish;Livsmedelstabeller. Energi och näringsämnen;Levnedsmiddeltabeller. Energi og næringsstoffer; Food tables. Energy and nutrients;Liber tryck for Statens livsmedelsverk;NULL;9177140079;NULL;NULL;1986;NULL;NULL;NULL;NULL
1348;AJ;https://www.tandfonline.com/loi/saga19;English;Mineral Element Composition of Finnish Foods: N, K, Ca, Mg, P, S, Fe, Cu, Mn, Zn, Mo, Co, Ni, Cr, F, Se, Si, Rb, Al, B, Br, Hg, As, Cd, Pb and Ash;Mineralelementsammensætning af finske fødevarer: N, K, Ca, Mg, P, S, Fe, Cu, Mn, Zn, Mo, Co, Ni, Cr, F, Se, Si, Rb, Al, B, Br, Hg , As, Cd, Pb og Ash;Mineral Element Composition of Finnish Foods: N, K, Ca, Mg, P, S, Fe, Cu, Mn, Zn, Mo, Co, Ni, Cr, F, Se, Si, Rb, Al, B, Br, Hg, As, Cd, Pb and Ash;Taylor and Francis Group, London;NULL;NULL;0086-0943;Acta Agriculturae Scandinavica;1980;Supplementum 22;NULL;1;173
1349;AJ;https://econtent.hogrefe.com/loi/vit;German;Spurelemente in Lebenmitteln;Sporelementer i mad;Trace elements in food;Verlag Hans Huber, Bern;NULL;3-456-00363-8;0373-0883;Zeitschrift für Vitamin- und Ernährungsforschung;1973;Beiheft Nr 13;NULL;1;188
1350;AB;http://www.fao.org/3/AC854T/AC854T00.htm;English;Amino-acid Content of Foods and Biological Data on Proteins;Aminosyreindhold i fødevarer og biologiske data på proteiner;Amino-acid Content of Foods and Biological Data on Proteins;Food Policy and Food Science Service, Nutrition Division, FAO;PubMedID: 5537267;92-5-001102-4;NULL;FAO Nutritional Studies;1970;24;NULL;1;285
1351;AB;NULL;German;Wissenschaftliche Tabellen;Videnskabelige tabeller;Scientific Tables;Ciba-Geigy AG, Basel;NULL;3135232018;NULL;Dokumenta Geigy - Wissenschaftliche Tabellen, 7 Auflage;1968;NULL;NULL;495;512
1352;R;https://archive.org/details/pantothenicacidv36orrm;English;Pantothenic acid, Vitamin B6 and Vitamin B12 in foods;Pantothensyre, vitamin B6 og vitamin B12 i fødevarer;Pantothenic acid, Vitamin B6 and Vitamin B12 in foods;US Department Agriculture, Washington, DC;Home Economics Research Report No. 36;NULL;NULL;NULL;1969;NULL;NULL;NULL;NULL
1353;B;https://www.mext.go.jp/en/policy/science_technology/policy/title01/detail01/sdetail01/sdetail01/1385122.htm;English;Standard Tables of Food Composition in Japan, 4th Edition;Standardtabeller over Fødevaresammensætning i Japan, 4. udgave;Standard Tables of Food Composition in Japan, 4th Edition;Printing Bureau, Ministry of Finance, Tokyo;NULL;NULL;NULL;NULL;1982;NULL;NULL;NULL;NULL
1354;B;https://doi.org/10.1039/9781849732499;English;Vegetables, Herbs and Spices: Supplement to The Composition of Foods;Grøntsager, urter og krydderier: Tillæg til fødevarers sammensætning;Vegetables, Herbs and Spices: Supplement to The Composition of Foods;Royal Society of Chemistry, London;NULL;978-0-85186-376-4;NULL;NULL;1991;NULL;NULL;NULL;NULL
1355;B;https://www.matportalen.no/verktoy/the_norwegian_food_composition_table/;Norwegian;Matvaretabell. 5. reviderte utgave.;Levnedsmiddeltabel. 5. revideret udgave.;Food table. 5th revised edition.;Landsforeningen for kosthold og helse, Oslo;NULL;NULL;NULL;NULL;1984;NULL;NULL;NULL;NULL
1356;F;http://toolbox.foodcomp.info/References/DataInterchange/Møller%20%20-%20%20NORFOODS%20Computer%20Group.pdf;English;FINKOST. The Finnish Food Composition Databank at the University of Helsinki.;FINKOST. Den Finske Fødevaredatabank ved Helsinki Universitet;FINKOST. The Finnish Food Composition Databank at the University of Helsinki.;University of Helsinki, Suomi Finland;NULL;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL
1357;B;http://www1.matis.is/ISGEM/default_en.aspx;Icelandic;Íslenskar næringarefnatöflur;Islandske næringsstoftabeller;Icelandic nutrient tables;Rannsóknastofnun landbúnaðarins, Reykjavík.;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1358;B;https://www.rivm.nl/en/dutch-food-composition-database;Dutch, Flemish;NEVO-tabel: Nederlands voedingsstoffenbestand 1986-1987;NEVO-tabel: Hollandsk næringsstofdatabase 1986-1987;NEVO table: Dutch nutrient database 1986-1987;Voorlichtingsbureau voor de Voeding;NULL;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL
1360;R;https://permanent.access.gpo.gov/lps86761/pt104.pdf;English;Provisional Table on the Vitamin K Content of Foods;Foreløbig tabel over fødevarernes K-vitamin indhold;Provisional Table on the Vitamin K Content of Foods;Human Nutrition Information Service, U.S. Department of Agriculture, Washington D.C.;HNIS/PT-104;NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1361;R;NULL;English;Provisional Table on the Content of Omega-3 fatty Acid and other Fat Component in Selected Foods;Foreløbig tabel over indholdet af Omega-3 fedtsyre og andre fedtbestanddele i udvalgte fødevarer;Provisional Table on the Content of Omega-3 fatty Acid and other Fat Component in Selected Foods;Human Nutrition Information Service, U.S. Department of Agriculture, Washington D.C.;"HNIS/PT-103; PubMedID: 3711560";NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL
1362;R;NULL;English;Provisional Table on the Fatty Acid and Cholestrol Content of Selected Foods;Foreløbig tabel over fedtsyre- og kolestrolindholdet i udvalgte fødevarer;Provisional Table on the Fatty Acid and Cholestrol Content of Selected Foods;Human Nutrition Information Service, U.S. Department of Agriculture, Washington D.C.;HNIS/PT-101;NULL;NULL;NULL;1984;NULL;NULL;NULL;NULL
1363;X;NULL;Danish;Chrom og Selen i Brombær, rå;Chrom og Selen i Brombær, rå;Chromium and Selenium in Blackberries, raw;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1364;AJ;NULL;Norwegian;Næringsverdi og vitaminer i norsk fisk og fiskevarer;Næringsverdi og vitaminer i norsk fisk og fiskevarer;Nutritional value and vitamins in Norwegian fish and fish products;Norsk Hermetikfabrikkers Landsforening, Stavanger;NULL;NULL;0040-7062;Tidsskrift for Hermetikindustri;1958;44;11;405;412
1365;AJ;NULL;Norwegian;Mineralstoffer i fisk;Mineralstoffer i fisk;Minerals in fish;Norsk Hermetikfabrikkers Landsforening, Stavanger;NULL;NULL;0040-7062;Tidsskrift for Hermetikindustri;1969;55;1;14;19
1366;AJ;https://spo.nmfs.noaa.gov/content/composition-edible-portion-raw-fresh-or-frozen-crustaceans-finfish-and-mollusks-i-protein;English;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. I. Protein, Fat, Moisture, Ash, Carbohydrate, Energy Value, and Cholesterol;Sammensætning af den spiselige del af rå (friske eller frosne) krebsdyr, finfisk og bløddyr. I. Protein, fedt, fugt, aske, kulhydrat, energiværdi og kolesterol;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. I. Protein, Fat, Moisture, Ash, Carbohydrate, Energy Value, and Cholesterol;US National Marine Fisheries Services;Paper 1043;NULL;0090-1830;Marine Fisheries Review;1974;36;3;21;35
1367;AJ;https://spo.nmfs.noaa.gov/content/composition-edible-portion-raw-fresh-or-frozen-crustaceans-finfish-and-mollusks-ii;English;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. I. Macroelements: Sodium, Potassium, Chlorine, Calcium, Phosphorus, and Magnesium;Sammensætning af den spiselige del af rå (friske eller frosne) krebsdyr, finfisk og bløddyr. I. Makroelementer: Natrium, Kalium, Klor, Calcium, Fosfor og Magnesium;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. I. Macroelements: Sodium, Potassium, Chlorine, Calcium, Phosphorus, and Magnesium;US National Marine Fisheries Services;Paper 1228;NULL;0090-1830;Marine Fisheries Review;1977;39;1;1;11
1368;AJ;https://spo.nmfs.noaa.gov/content/composition-edible-portion-raw-fresh-or-frozen-crustaceans-finfish-and-mollusks-iii;English;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. III Microelements;Sammensætning af den spiselige del af rå (friske eller frosne) krebsdyr, finfisk og bløddyr. III Mikroelementer;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. III Microelements;US National Marine Fisheries Services;Paper 1324;NULL;0090-1830;Marine Fisheries Review;1978;40;9;1;20
1369;AJ;https://spo.nmfs.noaa.gov/content/composition-edible-portion-raw-fresh-or-frozen-crustaceans-finfish-and-mollusks-iv-vitamins;English;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. IV. Vitamins;Sammensætning af den spiselige del af rå (friske eller frosne) krebsdyr, finfisk og bløddyr. IV. Vitaminer;Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. IV. Vitamins;US National Marine Fisheries Services;Paper 1355;NULL;0090-1830;Marine Fisheries Review;1978;40;12;1;16
1370;AJ;10.3109/09637487809143898;English;Free sugars in foods;Frit sukker i fødevarer;Free sugars in foods;Taylor and Francis Group, London;PubMedID: 363937;NULL;2642-4878;Journal of Human Nutrition;1978;32;5;335;347
1371;AJ;10.1080/10408398009527294;English;Determination of vitamin K in foods: A review;Bestemmelse af K-vitamin i fødevarer: Et review;Determination of vitamin K in foods: A review;Taylor and Francis Group, London;PubMedID: 7002471;NULL;0099-0248;CRC Critical Reviews in Food Science and Nutrition;1980;13;4;337;352
1372;AJ;https://hdl.handle.net/1813/4021;English;Free sugars in foods and vegetables;Frit sukker i fødevarer og grøntsager;Free sugars in foods and vegetables;New York State Agricultural Experiment Station, Geneva, New York;NULL;NULL;0362-0069;New York's Food and Life Sciences Bulletin;1970;1;1;1;12
1373;AB;https://doi.org/10.1016/S0065-2628(08)60160-3;English;Honey;Honning;Honey;Academic Press, New York;PubMedID: 367113;978-0-12-016424-0;0065-2628;Advance in Food Research;1978;24;NULL;287;374
1374;AJ;https://doi.org/10.1016/S0315-5463(72)74089-4;English;The Free and Total Folate Activity in Foods Available on the Canadian Market;Den frie og totale folataktivitet i fødevarer, tilgængelig på det canadiske marked;The Free and Total Folate Activity in Foods Available on the Canadian Market;Elsevier, Amsterdam;NULL;NULL;0315-5463;Canadian Institute of Food Science and Technology Journal;1972;5;2;60;66
1375;AJ;https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association/issues;English;Folacin in selected foods;Folacin i udvalgte fødevarer;Folacin in selected foods;American Dietetic Association, Chicago, Illinois;PubMedID: 839026;NULL;0002-8223;Journal of The American Dietetic Association;1977;70;2;161;172
1376;AB;https://doi.org/10.1002/food.19770210923;English;Chapter 7: The Analysis of Carbohydrates in Specific Groups of Foods ;Kapitel 7: Analyse af ;Chapter 7: The Analysis of Carbohydrates in Specific Groups of Foods ;Applied Science Publishers LTD, London;NULL;853346933;NULL;Determination of Food Carbohydrates;1976;NULL;NULL;85;98
